year,type,public_body_name,program_name,activity_name,sub_program_name,project_name,text,treasury,retained,assistance,loan,total
2012,recurrent,"Emigration, Citizenship and Vital Events Agency",Capacity Building,Creating Awareness on Vital Events Registration ,,,"Emigration, Citizenship and Vital Events Agency Capacity Building Creating Awareness on Vital Events Registration ",5476700,0,,,5476700
2012,recurrent,Ministry of National Defense ,Management and Administration,Providing Support and Service,,,Ministry of National Defense  Management and Administration Providing Support and Service,2572527650,0,,,2572527650
2012,recurrent,Ministry of National Defense ,Capacity Building of Human Resource,Providing Capacity Building Training to Human Resource,,,Ministry of National Defense  Capacity Building of Human Resource Providing Capacity Building Training to Human Resource,8772917350,0,,,8772917350
2012,recurrent,Ministry of National Defense ,Ground and Air Force Armament Capacity Building,Equipping Ground and Air Force Armament,,,Ministry of National Defense  Ground and Air Force Armament Capacity Building Equipping Ground and Air Force Armament,1954555000,0,,,1954555000
2012,recurrent,Ministry of National Defense ,Military Institution Infrastructure Development ,Building and Maintenance of Military Infrastructure,,,Ministry of National Defense  Military Institution Infrastructure Development  Building and Maintenance of Military Infrastructure,1.7e+09,0,,,1.7e+09
2012,recurrent,Ministry of Foreign Affairs,Management and Administration,Providing Support and Service,,,Ministry of Foreign Affairs Management and Administration Providing Support and Service,1592830870,68784000,,,1661614870
2012,recurrent,Ministry of Foreign Affairs,Economic and Business Diplomacy   ,Promoting Foreign Direct Investment and Foreign Trade ,,,Ministry of Foreign Affairs Economic and Business Diplomacy    Promoting Foreign Direct Investment and Foreign Trade ,224986450,0,,,224986450
2012,recurrent,Ministry of Foreign Affairs,Economic and Business Diplomacy   ,Strengthening Foreign Resource Mobilization  ,,,Ministry of Foreign Affairs Economic and Business Diplomacy    Strengthening Foreign Resource Mobilization  ,20216940,0,,,20216940
2012,recurrent,Ministry of Foreign Affairs,Economic and Business Diplomacy   ,Promoting Tourism in Overseas,,,Ministry of Foreign Affairs Economic and Business Diplomacy    Promoting Tourism in Overseas,23235480,0,,,23235480
2012,recurrent,Ministry of Foreign Affairs,Forging and Strengthening Partnership,Following up Conflict Managment and Resolution of Horn of Africa,,,Ministry of Foreign Affairs Forging and Strengthening Partnership Following up Conflict Managment and Resolution of Horn of Africa,77024350,0,,,77024350
2012,recurrent,Ministry of Foreign Affairs,Forging and Strengthening Partnership,Strengthening Bilateral and Multilateral Relations,,,Ministry of Foreign Affairs Forging and Strengthening Partnership Strengthening Bilateral and Multilateral Relations,624757590,0,,,624757590
2012,recurrent,Ministry of Foreign Affairs,Public Diplomacy,Strengthening Public Diplomacy,,,Ministry of Foreign Affairs Public Diplomacy Strengthening Public Diplomacy,133345320,0,,,133345320
2012,recurrent,Ministry of Finance ,Managemant and Administration,Providing Support and Service,,,Ministry of Finance  Managemant and Administration Providing Support and Service,90063520,0,,,90063520
2012,recurrent,Ministry of Finance ,Economy Cooperation,Strengthening Economic Coopration,,,Ministry of Finance  Economy Cooperation Strengthening Economic Coopration,391436070,0,,,391436070
2012,recurrent,Ministry of Finance ,Economy Cooperation,Debt Payments & Following up Re-borrowing Activities,,,Ministry of Finance  Economy Cooperation Debt Payments & Following up Re-borrowing Activities,498710,0,,,498710
2012,recurrent,Ministry of Finance ,Government Finance & Fiscal Policy,Follow Up Government Finance Reforms & Expenditure,,,Ministry of Finance  Government Finance & Fiscal Policy Follow Up Government Finance Reforms & Expenditure,2426580,0,,,2426580
2012,recurrent,Ministry of Finance ,Government Finance & Fiscal Policy,Preparing & Administering Annual Government Budget,,,Ministry of Finance  Government Finance & Fiscal Policy Preparing & Administering Annual Government Budget,3056590,0,,,3056590
2012,recurrent,Ministry of Finance ,Government Finance & Fiscal Policy,Performing Cash Management,,,Ministry of Finance  Government Finance & Fiscal Policy Performing Cash Management,4568680,0,,,4568680
2012,recurrent,Ministry of Finance ,Government Finance & Fiscal Policy,Closing Federal Government Accounts  ,,,Ministry of Finance  Government Finance & Fiscal Policy Closing Federal Government Accounts  ,2003090,0,,,2003090
2012,recurrent,Ministry of Finance ,Government Finance & Fiscal Policy,Strengthening Internal Audit System,,,Ministry of Finance  Government Finance & Fiscal Policy Strengthening Internal Audit System,3952920,0,,,3952920
2012,recurrent,Ministry of Finance ,Government Finance & Fiscal Policy,Improving Fiscal Policy,,,Ministry of Finance  Government Finance & Fiscal Policy Improving Fiscal Policy,1626770,0,,,1626770
2012,recurrent,Ministry of Finance ,Government Finance & Fiscal Policy,Studying & Revising Tax Policy,,,Ministry of Finance  Government Finance & Fiscal Policy Studying & Revising Tax Policy,1792650,0,,,1792650
2012,recurrent,Ministry of Finance ,Government -Private Partnership & Trustees For Government,Strengthening the Partnership Between Government and Private Sector ,,,Ministry of Finance  Government -Private Partnership & Trustees For Government Strengthening the Partnership Between Government and Private Sector ,6056770,0,,,6056770
2012,recurrent,Ministry of Finance ,Government -Private Partnership & Trustees For Government,Managing State Owned Enterprises,,,Ministry of Finance  Government -Private Partnership & Trustees For Government Managing State Owned Enterprises,6733630,0,,,6733630
2012,recurrent,Central Statistics Agency,Management and Administration,Providing Support and Service,,,Central Statistics Agency Management and Administration Providing Support and Service,155120600,0,,,155120600
2012,recurrent,Central Statistics Agency,National Integrated Survey,"Preparing Agriculture, Business & Demographics Statistics Survey Reports  ",,,"Central Statistics Agency National Integrated Survey Preparing Agriculture, Business & Demographics Statistics Survey Reports  ",16800430,0,,,16800430
2012,recurrent,Central Statistics Agency,National Statistics System Coordination ,Extending & Intensifying Data Collection,,,Central Statistics Agency National Statistics System Coordination  Extending & Intensifying Data Collection,3317990,0,,,3317990
2012,recurrent,Civil Service Commission,Management and Administration,Providing Support and Service,,,Civil Service Commission Management and Administration Providing Support and Service,58150100,0,,,58150100
2012,recurrent,Civil Service Commission,Capacity Building,Monitoring and Supporting Implementation of Change Tools,,,Civil Service Commission Capacity Building Monitoring and Supporting Implementation of Change Tools,17770000,0,,,17770000
2012,recurrent,Civil Service Commission,Human Resource Management and Law Enforcement,Laying Effective Civil Service Organizational Structure,,,Civil Service Commission Human Resource Management and Law Enforcement Laying Effective Civil Service Organizational Structure,11462500,0,,,11462500
2012,recurrent,Civil Service Commission,Human Resource Management and Law Enforcement,Conducting Research on Laws,,,Civil Service Commission Human Resource Management and Law Enforcement Conducting Research on Laws,2620000,0,,,2620000
2012,recurrent,Civil Service Commission,Human Resource Management and Law Enforcement,Strengthening Human Resource Development,,,Civil Service Commission Human Resource Management and Law Enforcement Strengthening Human Resource Development,3225000,0,,,3225000
2012,recurrent,Civil Service Commission,Public Service Delivery Reform,Monitoring and Supporting Service Provision of Public Bodies,,,Civil Service Commission Public Service Delivery Reform Monitoring and Supporting Service Provision of Public Bodies,13076000,0,,,13076000
2012,recurrent,Civil Service Commission,Public Service Delivery Reform,Monitoring and Ensuring the Effectiveness of Public Service Delivery,,,Civil Service Commission Public Service Delivery Reform Monitoring and Ensuring the Effectiveness of Public Service Delivery,3640000,0,,,3640000
2012,recurrent,Ministry of Revenue ,Management and Administration,Providing Support and Service,,,Ministry of Revenue  Management and Administration Providing Support and Service,552852990,0,,,552852990
2012,recurrent,Ministry of Revenue ,Revenue Collection,Collecting Revenue from Tax and Customs Duties,,,Ministry of Revenue  Revenue Collection Collecting Revenue from Tax and Customs Duties,330368150,0,,,330368150
2012,recurrent,Ministry of Revenue ,Tax Law Enforcement,Preventing Tax Evasion and Avoidance,,,Ministry of Revenue  Tax Law Enforcement Preventing Tax Evasion and Avoidance,213233890,0,,,213233890
